시점,시도,시군구,미분양수,준공_후_미분양수,준공_전_미분양수
2007.05,서울특별시,종로구,19,0,19
2007.06,서울특별시,종로구,93,0,93
2007.07,서울특별시,종로구,89,0,89
2007.08,서울특별시,종로구,89,0,89
2007.09,서울특별시,종로구,89,0,89
2007.10,서울특별시,종로구,89,0,89
2007.11,서울특별시,종로구,81,0,81
2007.12,서울특별시,종로구,73,0,73
2008.01,서울특별시,종로구,73,0,73
2008.02,서울특별시,종로구,67,0,67
2008.03,서울특별시,종로구,64,0,64
2008.04,서울특별시,종로구,62,0,62
2008.05,서울특별시,종로구,61,0,61
2008.06,서울특별시,종로구,51,0,51
2008.07,서울특별시,종로구,48,0,48
2008.08,서울특별시,종로구,48,0,48
2008.09,서울특별시,종로구,46,0,46
2008.10,서울특별시,종로구,46,0,46
2008.11,서울특별시,종로구,45,0,45
2008.12,서울특별시,종로구,46,0,46
2009.01,서울특별시,종로구,46,0,46
2009.02,서울특별시,종로구,46,0,46
2009.03,서울특별시,종로구,46,0,46
2009.04,서울특별시,종로구,46,0,46
2009.05,서울특별시,종로구,45,0,45
2009.06,서울특별시,종로구,45,0,45
2009.07,서울특별시,종로구,45,0,45
2009.08,서울특별시,종로구,44,0,44
2009.09,서울특별시,종로구,43,0,43
2009.10,서울특별시,종로구,42,0,42
2009.11,서울특별시,종로구,42,0,42
2009.12,서울특별시,종로구,41,0,41
2010.01,서울특별시,종로구,41,41,0
2010.02,서울특별시,종로구,41,41,0
2010.03,서울특별시,종로구,46,46,0
2010.04,서울특별시,종로구,46,46,0
2010.05,서울특별시,종로구,46,46,0
2010.06,서울특별시,종로구,68,68,0
2010.07,서울특별시,종로구,68,68,0
2010.08,서울특별시,종로구,68,68,0
2010.09,서울특별시,종로구,68,68,0
2010.10,서울특별시,종로구,68,68,0
2010.11,서울특별시,종로구,68,68,0
2010.12,서울특별시,종로구,68,68,0
2011.01,서울특별시,종로구,68,68,0
2011.02,서울특별시,종로구,68,68,0
2011.03,서울특별시,종로구,68,68,0
2011.04,서울특별시,종로구,68,68,0
2011.05,서울특별시,종로구,68,68,0
2011.06,서울특별시,종로구,68,68,0
2011.07,서울특별시,종로구,68,68,0
2011.08,서울특별시,종로구,68,68,0
2011.09,서울특별시,종로구,68,68,0
2011.10,서울특별시,종로구,68,68,0
2011.11,서울특별시,종로구,68,68,0
2011.12,서울특별시,종로구,68,68,0
2012.01,서울특별시,종로구,68,68,0
2012.02,서울특별시,종로구,55,55,0
2012.03,서울특별시,종로구,51,51,0
2012.04,서울특별시,종로구,51,51,0
2012.05,서울특별시,종로구,47,47,0
2012.06,서울특별시,종로구,44,44,0
2012.07,서울특별시,종로구,44,44,0
2012.08,서울특별시,종로구,40,40,0
2012.09,서울특별시,종로구,40,40,0
2012.10,서울특별시,종로구,35,35,0
2012.11,서울특별시,종로구,31,31,0
2012.12,서울특별시,종로구,28,28,0
2007.08,서울특별시,중구,0,0,0
2007.11,서울특별시,중구,133,0,133
2007.12,서울특별시,중구,110,0,110
2008.01,서울특별시,중구,100,0,100
2008.02,서울특별시,중구,49,0,49
2008.03,서울특별시,중구,83,0,83
2008.04,서울특별시,중구,70,0,70
2008.05,서울특별시,중구,65,0,65
2008.06,서울특별시,중구,60,0,60
2008.07,서울특별시,중구,60,0,60
2008.08,서울특별시,중구,60,0,60
2008.09,서울특별시,중구,57,0,57
2008.10,서울특별시,중구,267,0,267
2008.11,서울특별시,중구,267,0,267
2008.12,서울특별시,중구,245,0,245
2009.01,서울특별시,중구,242,0,242
2009.02,서울특별시,중구,240,0,240
2009.03,서울특별시,중구,231,0,231
2009.04,서울특별시,중구,228,0,228
2009.05,서울특별시,중구,225,0,225
2009.06,서울특별시,중구,220,0,220
2009.07,서울특별시,중구,210,0,210
2009.08,서울특별시,중구,188,0,188
2009.09,서울특별시,중구,188,0,188
2009.10,서울특별시,중구,188,0,188
2009.11,서울특별시,중구,188,0,188
2009.12,서울특별시,중구,188,0,188
2010.01,서울특별시,중구,188,0,188
2010.02,서울특별시,중구,188,30,158
2010.03,서울특별시,중구,76,0,76
2010.04,서울특별시,중구,75,16,59
2010.05,서울특별시,중구,73,37,36
2010.06,서울특별시,중구,72,37,35
2010.07,서울특별시,중구,72,37,35
2010.08,서울특별시,중구,73,39,34
2010.09,서울특별시,중구,74,40,34
2010.10,서울특별시,중구,74,40,34
2010.11,서울특별시,중구,71,37,34
2010.12,서울특별시,중구,68,34,34
2011.01,서울특별시,중구,68,34,34
2011.02,서울특별시,중구,66,33,33
2011.03,서울특별시,중구,69,37,32
2011.04,서울특별시,중구,69,37,32
2011.05,서울특별시,중구,69,37,32
2011.06,서울특별시,중구,66,35,31
2011.07,서울특별시,중구,67,36,31
2011.08,서울특별시,중구,66,35,31
2011.09,서울특별시,중구,63,33,30
2011.10,서울특별시,중구,62,32,30
2011.11,서울특별시,중구,62,62,0
2011.12,서울특별시,중구,62,62,0
2012.01,서울특별시,중구,61,61,0
2012.02,서울특별시,중구,65,65,0
2012.03,서울특별시,중구,62,62,0
2012.04,서울특별시,중구,62,62,0
2012.05,서울특별시,중구,61,61,0
2012.06,서울특별시,중구,59,59,0
2012.07,서울특별시,중구,65,65,0
2012.08,서울특별시,중구,65,65,0
2012.09,서울특별시,중구,64,64,0
2012.10,서울특별시,중구,60,60,0
2012.11,서울특별시,중구,53,53,0
2012.12,서울특별시,중구,51,51,0
2007.08,서울특별시,강남구,0,0,0
2008.01,서울특별시,강남구,19,0,19
2008.02,서울특별시,강남구,19,0,19
2008.03,서울특별시,강남구,19,0,19
2008.04,서울특별시,강남구,19,0,19
2008.05,서울특별시,강남구,19,0,19
2008.06,서울특별시,강남구,19,0,19
2008.07,서울특별시,강남구,19,0,19
2008.08,서울특별시,강남구,19,0,19
2008.09,서울특별시,강남구,19,0,19
2008.10,서울특별시,강남구,19,0,19
2008.11,서울특별시,강남구,19,0,19
2008.12,서울특별시,강남구,19,0,19
2009.01,서울특별시,강남구,19,0,19
2009.02,서울특별시,강남구,19,0,19
2009.03,서울특별시,강남구,19,0,19
2009.04,서울특별시,강남구,19,0,19
2009.05,서울특별시,강남구,19,0,19
2009.06,서울특별시,강남구,18,0,18
2009.07,서울특별시,강남구,14,0,14
2009.08,서울특별시,강남구,14,0,14
2009.09,서울특별시,강남구,14,0,14
2009.10,서울특별시,강남구,14,0,14
2009.11,서울특별시,강남구,14,0,14
2009.12,서울특별시,강남구,14,0,14
2010.01,서울특별시,강남구,14,0,14
2010.02,서울특별시,강남구,14,14,0
2010.03,서울특별시,강남구,14,14,0
2010.04,서울특별시,강남구,60,0,60
2010.05,서울특별시,강남구,45,0,45
2010.06,서울특별시,강남구,21,0,21
2010.07,서울특별시,강남구,21,0,21
2010.08,서울특별시,강남구,21,0,21
2010.09,서울특별시,강남구,21,0,21
2010.10,서울특별시,강남구,21,0,21
2010.11,서울특별시,강남구,21,0,21
2010.12,서울특별시,강남구,21,0,21
2011.01,서울특별시,강남구,21,0,21
2011.02,서울특별시,강남구,21,0,21
2011.03,서울특별시,강남구,21,0,21
2011.04,서울특별시,강남구,14,0,14
2011.05,서울특별시,강남구,10,0,10
2011.06,서울특별시,강남구,10,0,10
2011.07,서울특별시,강남구,10,0,10
2011.08,서울특별시,강남구,7,0,7
2011.09,서울특별시,강남구,7,0,7
2011.10,서울특별시,강남구,7,0,7
2011.11,서울특별시,강남구,7,0,7
2011.12,서울특별시,강남구,7,0,7
2012.01,서울특별시,강남구,7,0,7
2012.02,서울특별시,강남구,7,0,7
2012.03,서울특별시,강남구,7,0,7
2012.04,서울특별시,강남구,7,0,7
2012.05,서울특별시,강남구,7,0,7
2012.06,서울특별시,강남구,7,0,7
2012.07,서울특별시,강남구,7,0,7
2012.08,서울특별시,강남구,7,0,7
2012.09,서울특별시,강남구,7,0,7
2012.10,서울특별시,강남구,7,0,7
2012.11,서울특별시,강남구,7,0,7
2012.12,서울특별시,강남구,7,0,7
2007.08,서울특별시,용산구,0,0,0
2007.12,서울특별시,용산구,0,0,0
2008.06,서울특별시,용산구,0,0,0
2008.11,서울특별시,용산구,68,0,68
2008.12,서울특별시,용산구,53,0,53
2009.01,서울특별시,용산구,12,0,12
2009.02,서울특별시,용산구,3,0,3
2009.03,서울특별시,용산구,19,0,19
2009.04,서울특별시,용산구,7,0,7
2009.05,서울특별시,용산구,0,0,0
2009.06,서울특별시,용산구,0,0,0
2009.07,서울특별시,용산구,0,0,0
2009.08,서울특별시,용산구,0,0,0
2009.09,서울특별시,용산구,0,0,0
2009.10,서울특별시,용산구,0,0,0
2009.11,서울특별시,용산구,0,0,0
2009.12,서울특별시,용산구,0,0,0
2010.01,서울특별시,용산구,0,0,0
2010.02,서울특별시,용산구,0,0,0
2010.03,서울특별시,용산구,0,0,0
2010.04,서울특별시,용산구,0,0,0
2010.05,서울특별시,용산구,104,0,104
2010.06,서울특별시,용산구,104,0,104
2010.07,서울특별시,용산구,104,0,104
2010.08,서울특별시,용산구,104,0,104
2010.09,서울특별시,용산구,104,0,104
2010.10,서울특별시,용산구,582,0,582
2010.11,서울특별시,용산구,598,0,598
2010.12,서울특별시,용산구,598,0,598
2011.01,서울특별시,용산구,260,0,260
2011.02,서울특별시,용산구,260,0,260
2011.03,서울특별시,용산구,260,0,260
2011.04,서울특별시,용산구,151,0,151
2011.05,서울특별시,용산구,151,0,151
2011.06,서울특별시,용산구,142,0,142
2011.07,서울특별시,용산구,142,0,142
2011.08,서울특별시,용산구,142,0,142
2011.09,서울특별시,용산구,93,0,93
2011.10,서울특별시,용산구,93,0,93
2011.11,서울특별시,용산구,114,0,114
2011.12,서울특별시,용산구,84,0,84
2012.01,서울특별시,용산구,84,0,84
2012.02,서울특별시,용산구,84,0,84
2012.03,서울특별시,용산구,140,0,140
2012.04,서울특별시,용산구,140,0,140
2012.05,서울특별시,용산구,140,0,140
2012.06,서울특별시,용산구,83,0,83
2012.07,서울특별시,용산구,83,0,83
2012.08,서울특별시,용산구,83,13,70
2012.09,서울특별시,용산구,83,13,70
2012.10,서울특별시,용산구,83,13,70
2012.11,서울특별시,용산구,83,13,70
2012.12,서울특별시,용산구,83,13,70
2007.08,서울특별시,강동구,0,0,0
2008.02,서울특별시,강동구,63,0,63
2008.03,서울특별시,강동구,55,0,55
2008.04,서울특별시,강동구,50,0,50
2008.05,서울특별시,강동구,39,0,39
2008.06,서울특별시,강동구,33,0,33
2008.07,서울특별시,강동구,31,0,31
2008.08,서울특별시,강동구,31,0,31
2008.09,서울특별시,강동구,81,0,81
2008.10,서울특별시,강동구,81,0,81
2008.11,서울특별시,강동구,81,0,81
2008.12,서울특별시,강동구,73,0,73
2009.01,서울특별시,강동구,74,0,74
2009.02,서울특별시,강동구,72,0,72
2009.03,서울특별시,강동구,62,0,62
2009.04,서울특별시,강동구,66,0,66
2009.05,서울특별시,강동구,60,0,60
2009.06,서울특별시,강동구,50,0,50
2009.07,서울특별시,강동구,55,0,55
2009.08,서울특별시,강동구,53,0,53
2009.09,서울특별시,강동구,42,0,42
2009.10,서울특별시,강동구,42,0,42
2009.11,서울특별시,강동구,30,0,30
2009.12,서울특별시,강동구,26,0,26
2010.01,서울특별시,강동구,26,5,21
2010.02,서울특별시,강동구,25,25,0
2010.03,서울특별시,강동구,26,26,0
2010.04,서울특별시,강동구,24,5,19
2010.05,서울특별시,강동구,323,323,0
2010.06,서울특별시,강동구,323,323,0
2010.07,서울특별시,강동구,323,323,0
2010.08,서울특별시,강동구,323,323,0
2010.09,서울특별시,강동구,422,422,0
2010.10,서울특별시,강동구,330,330,0
2010.11,서울특별시,강동구,321,321,0
2010.12,서울특별시,강동구,363,246,117
2011.01,서울특별시,강동구,345,291,54
2011.02,서울특별시,강동구,322,268,54
2011.03,서울특별시,강동구,309,255,54
2011.04,서울특별시,강동구,289,248,41
2011.05,서울특별시,강동구,262,221,41
2011.06,서울특별시,강동구,245,210,35
2011.07,서울특별시,강동구,241,206,35
2011.08,서울특별시,강동구,205,170,35
2011.09,서울특별시,강동구,179,144,35
2011.10,서울특별시,강동구,153,118,35
2011.11,서울특별시,강동구,133,98,35
2011.12,서울특별시,강동구,168,58,110
2012.01,서울특별시,강동구,158,49,109
2012.02,서울특별시,강동구,115,41,74
2012.03,서울특별시,강동구,112,38,74
2012.04,서울특별시,강동구,112,38,74
2012.05,서울특별시,강동구,161,37,124
2012.06,서울특별시,강동구,274,35,239
2012.07,서울특별시,강동구,271,34,237
2012.08,서울특별시,강동구,264,31,233
2012.09,서울특별시,강동구,305,32,273
2012.10,서울특별시,강동구,289,34,255
2012.11,서울특별시,강동구,319,80,239
2012.12,서울특별시,강동구,323,80,243
2007.08,서울특별시,성동구,0,0,0
2007.12,서울특별시,성동구,0,0,0
2008.06,서울특별시,성동구,0,0,0
2008.10,서울특별시,성동구,40,0,40
2008.11,서울특별시,성동구,74,0,74
2008.12,서울특별시,성동구,73,0,73
2009.01,서울특별시,성동구,73,0,73
2009.02,서울특별시,성동구,67,0,67
2009.03,서울특별시,성동구,67,0,67
2009.04,서울특별시,성동구,104,0,104
2009.05,서울특별시,성동구,96,0,96
2009.06,서울특별시,성동구,82,0,82
2009.07,서울특별시,성동구,77,0,77
2009.08,서울특별시,성동구,77,0,77
2009.09,서울특별시,성동구,87,0,87
2009.10,서울특별시,성동구,87,0,87
2009.11,서울특별시,성동구,87,0,87
2009.12,서울특별시,성동구,87,0,87
2010.01,서울특별시,성동구,87,87,0
2010.02,서울특별시,성동구,87,87,0
2010.03,서울특별시,성동구,87,87,0
2010.04,서울특별시,성동구,80,80,0
2010.05,서울특별시,성동구,87,87,0
2010.06,서울특별시,성동구,85,85,0
2010.07,서울특별시,성동구,85,85,0
2010.08,서울특별시,성동구,80,80,0
2010.09,서울특별시,성동구,80,80,0
2010.10,서울특별시,성동구,79,79,0
2010.11,서울특별시,성동구,79,79,0
2010.12,서울특별시,성동구,79,79,0
2011.01,서울특별시,성동구,79,79,0
2011.02,서울특별시,성동구,79,79,0
2011.03,서울특별시,성동구,79,79,0
2011.04,서울특별시,성동구,79,79,0
2011.05,서울특별시,성동구,79,79,0
2011.06,서울특별시,성동구,79,79,0
2011.07,서울특별시,성동구,79,79,0
2011.08,서울특별시,성동구,79,79,0
2011.09,서울특별시,성동구,79,79,0
2011.10,서울특별시,성동구,79,79,0
2011.11,서울특별시,성동구,79,79,0
2011.12,서울특별시,성동구,79,79,0
2012.01,서울특별시,성동구,79,79,0
2012.02,서울특별시,성동구,79,79,0
2012.03,서울특별시,성동구,79,79,0
2012.04,서울특별시,성동구,79,79,0
2012.05,서울특별시,성동구,79,79,0
2012.06,서울특별시,성동구,79,79,0
2012.07,서울특별시,성동구,104,104,0
2012.08,서울특별시,성동구,508,150,358
2012.09,서울특별시,성동구,502,147,355
2012.10,서울특별시,성동구,420,139,281
2012.11,서울특별시,성동구,342,139,203
2012.12,서울특별시,성동구,285,121,164
2007.07,서울특별시,강북구,106,0,106
2007.08,서울특별시,강북구,0,0,0
2007.12,서울특별시,강북구,0,0,0
2008.06,서울특별시,강북구,0,0,0
2008.10,서울특별시,강북구,22,0,22
2008.11,서울특별시,강북구,14,0,14
2008.12,서울특별시,강북구,14,0,14
2009.01,서울특별시,강북구,4,0,4
2009.02,서울특별시,강북구,0,0,0
2009.03,서울특별시,강북구,0,0,0
2009.04,서울특별시,강북구,0,0,0
2009.05,서울특별시,강북구,0,0,0
2009.06,서울특별시,강북구,0,0,0
2009.07,서울특별시,강북구,0,0,0
2009.08,서울특별시,강북구,0,0,0
2009.09,서울특별시,강북구,0,0,0
2009.10,서울특별시,강북구,0,0,0
2009.11,서울특별시,강북구,0,0,0
2009.12,서울특별시,강북구,0,0,0
2010.01,서울특별시,강북구,0,0,0
2010.02,서울특별시,강북구,0,0,0
2010.03,서울특별시,강북구,0,0,0
2010.04,서울특별시,강북구,0,0,0
2010.05,서울특별시,강북구,0,0,0
2010.06,서울특별시,강북구,0,0,0
2010.07,서울특별시,강북구,0,0,0
2010.08,서울특별시,강북구,0,0,0
2010.09,서울특별시,강북구,0,0,0
2010.10,서울특별시,강북구,0,0,0
2010.11,서울특별시,강북구,0,0,0
2010.12,서울특별시,강북구,0,0,0
2011.01,서울특별시,강북구,0,0,0
2011.02,서울특별시,강북구,0,0,0
2011.03,서울특별시,강북구,0,0,0
2011.04,서울특별시,강북구,0,0,0
2011.05,서울특별시,강북구,0,0,0
2011.06,서울특별시,강북구,0,0,0
2011.07,서울특별시,강북구,0,0,0
2011.08,서울특별시,강북구,0,0,0
2011.09,서울특별시,강북구,65,0,65
2011.10,서울특별시,강북구,65,0,65
2011.11,서울특별시,강북구,75,75,0
2011.12,서울특별시,강북구,74,74,0
2012.01,서울특별시,강북구,73,73,0
2012.02,서울특별시,강북구,74,74,0
2012.03,서울특별시,강북구,71,71,0
2012.04,서울특별시,강북구,71,71,0
2012.05,서울특별시,강북구,68,68,0
2012.06,서울특별시,강북구,68,68,0
2012.07,서울특별시,강북구,68,68,0
2012.08,서울특별시,강북구,68,68,0
2012.09,서울특별시,강북구,68,68,0
2012.10,서울특별시,강북구,65,65,0
2012.11,서울특별시,강북구,64,64,0
2012.12,서울특별시,강북구,64,64,0
2007.08,서울특별시,강서구,0,0,0
2007.12,서울특별시,강서구,0,0,0
2008.04,서울특별시,강서구,63,0,63
2008.05,서울특별시,강서구,63,0,63
2008.06,서울특별시,강서구,78,0,78
2008.07,서울특별시,강서구,78,0,78
2008.08,서울특별시,강서구,78,0,78
2008.09,서울특별시,강서구,78,0,78
2008.10,서울특별시,강서구,128,0,128
2008.11,서울특별시,강서구,128,0,128
2008.12,서울특별시,강서구,120,0,120
2009.01,서울특별시,강서구,117,0,117
2009.02,서울특별시,강서구,117,0,117
2009.03,서울특별시,강서구,117,0,117
2009.04,서울특별시,강서구,24,0,24
2009.05,서울특별시,강서구,7,0,7
2009.06,서울특별시,강서구,26,0,26
2009.07,서울특별시,강서구,25,0,25
2009.08,서울특별시,강서구,25,0,25
2009.09,서울특별시,강서구,24,0,24
2009.10,서울특별시,강서구,24,0,24
2009.11,서울특별시,강서구,24,0,24
2009.12,서울특별시,강서구,24,0,24
2010.01,서울특별시,강서구,24,17,7
2010.02,서울특별시,강서구,21,16,5
2010.03,서울특별시,강서구,21,16,5
2010.04,서울특별시,강서구,21,21,0
2010.05,서울특별시,강서구,21,21,0
2010.06,서울특별시,강서구,21,21,0
2010.07,서울특별시,강서구,21,21,0
2010.08,서울특별시,강서구,21,21,0
2010.09,서울특별시,강서구,21,21,0
2010.10,서울특별시,강서구,21,21,0
2010.11,서울특별시,강서구,21,21,0
2010.12,서울특별시,강서구,21,21,0
2011.01,서울특별시,강서구,21,21,0
2011.02,서울특별시,강서구,21,21,0
2011.03,서울특별시,강서구,14,14,0
2011.04,서울특별시,강서구,14,14,0
2011.05,서울특별시,강서구,14,14,0
2011.06,서울특별시,강서구,14,14,0
2011.07,서울특별시,강서구,14,14,0
2011.08,서울특별시,강서구,14,14,0
2011.09,서울특별시,강서구,11,11,0
2011.10,서울특별시,강서구,11,11,0
2011.11,서울특별시,강서구,11,11,0
2011.12,서울특별시,강서구,9,9,0
2012.01,서울특별시,강서구,9,9,0
2012.02,서울특별시,강서구,9,9,0
2012.03,서울특별시,강서구,5,5,0
2012.04,서울특별시,강서구,5,5,0
2012.05,서울특별시,강서구,5,5,0
2012.06,서울특별시,강서구,5,5,0
2012.07,서울특별시,강서구,61,5,56
2012.08,서울특별시,강서구,61,5,56
2012.09,서울특별시,강서구,61,5,56
2012.10,서울특별시,강서구,60,4,56
2012.11,서울특별시,강서구,60,4,56
2012.12,서울특별시,강서구,57,1,56
2007.01,서울특별시,광진구,187,0,187
2007.02,서울특별시,광진구,107,0,107
2007.03,서울특별시,광진구,187,0,187
2007.04,서울특별시,광진구,187,0,187
2007.05,서울특별시,광진구,187,0,187
2007.06,서울특별시,광진구,187,0,187
2007.07,서울특별시,광진구,187,0,187
2007.08,서울특별시,광진구,187,0,187
2007.09,서울특별시,광진구,187,0,187
2007.10,서울특별시,광진구,187,0,187
2007.11,서울특별시,광진구,187,0,187
2007.12,서울특별시,광진구,32,0,32
2008.01,서울특별시,광진구,32,0,32
2008.02,서울특별시,광진구,32,0,32
2008.03,서울특별시,광진구,32,0,32
2008.04,서울특별시,광진구,24,0,24
2008.05,서울특별시,광진구,22,0,22
2008.06,서울특별시,광진구,22,0,22
2008.07,서울특별시,광진구,22,0,22
2008.08,서울특별시,광진구,22,0,22
2008.09,서울특별시,광진구,22,0,22
2008.10,서울특별시,광진구,22,0,22
2008.11,서울특별시,광진구,18,0,18
2008.12,서울특별시,광진구,18,0,18
2009.01,서울특별시,광진구,18,0,18
2009.02,서울특별시,광진구,10,0,10
2009.03,서울특별시,광진구,10,0,10
2009.04,서울특별시,광진구,20,0,20
2009.05,서울특별시,광진구,22,0,22
2009.06,서울특별시,광진구,22,0,22
2009.07,서울특별시,광진구,22,0,22
2009.08,서울특별시,광진구,21,0,21
2009.09,서울특별시,광진구,21,0,21
2009.10,서울특별시,광진구,4,0,4
2009.11,서울특별시,광진구,4,0,4
2009.12,서울특별시,광진구,4,0,4
2010.01,서울특별시,광진구,4,4,0
2010.02,서울특별시,광진구,3,3,0
2010.03,서울특별시,광진구,3,3,0
2010.04,서울특별시,광진구,3,3,0
2010.05,서울특별시,광진구,3,3,0
2010.06,서울특별시,광진구,3,3,0
2010.07,서울특별시,광진구,3,3,0
2010.08,서울특별시,광진구,3,3,0
2010.09,서울특별시,광진구,3,3,0
2010.10,서울특별시,광진구,3,3,0
2010.11,서울특별시,광진구,3,3,0
2010.12,서울특별시,광진구,2,2,0
2011.01,서울특별시,광진구,2,2,0
2011.02,서울특별시,광진구,2,2,0
2011.03,서울특별시,광진구,2,2,0
2011.04,서울특별시,광진구,2,2,0
2011.05,서울특별시,광진구,2,2,0
2011.06,서울특별시,광진구,2,2,0
2011.07,서울특별시,광진구,2,2,0
2011.08,서울특별시,광진구,2,2,0
2011.09,서울특별시,광진구,2,2,0
2011.10,서울특별시,광진구,2,2,0
2011.11,서울특별시,광진구,2,2,0
2011.12,서울특별시,광진구,2,0,2
2012.01,서울특별시,광진구,2,2,0
2012.02,서울특별시,광진구,2,2,0
2012.03,서울특별시,광진구,19,19,0
2012.04,서울특별시,광진구,19,19,0
2012.05,서울특별시,광진구,19,19,0
2012.06,서울특별시,광진구,19,19,0
2012.07,서울특별시,광진구,19,19,0
2012.08,서울특별시,광진구,19,19,0
2012.09,서울특별시,광진구,19,19,0
2012.10,서울특별시,광진구,19,19,0
2012.11,서울특별시,광진구,19,19,0
2012.12,서울특별시,광진구,19,19,0
2007.08,서울특별시,동대문구,0,0,0
2007.12,서울특별시,동대문구,0,0,0
2008.06,서울특별시,동대문구,0,0,0
2008.07,서울특별시,동대문구,15,0,15
2008.08,서울특별시,동대문구,72,0,72
2008.11,서울특별시,동대문구,0,0,0
2008.12,서울특별시,동대문구,0,0,0
2009.01,서울특별시,동대문구,27,0,27
2009.02,서울특별시,동대문구,27,0,27
2009.03,서울특별시,동대문구,27,0,27
2009.04,서울특별시,동대문구,7,0,7
2009.05,서울특별시,동대문구,7,0,7
2009.06,서울특별시,동대문구,24,0,24
2009.07,서울특별시,동대문구,60,0,60
2009.08,서울특별시,동대문구,60,0,60
2009.09,서울특별시,동대문구,60,0,60
2009.10,서울특별시,동대문구,60,0,60
2009.11,서울특별시,동대문구,60,0,60
2009.12,서울특별시,동대문구,60,0,60
2010.01,서울특별시,동대문구,60,24,36
2010.02,서울특별시,동대문구,60,24,36
2010.03,서울특별시,동대문구,60,24,36
2010.04,서울특별시,동대문구,60,14,46
2010.05,서울특별시,동대문구,115,23,92
2010.06,서울특별시,동대문구,112,14,98
2010.07,서울특별시,동대문구,111,14,97
2010.08,서울특별시,동대문구,111,20,91
2010.09,서울특별시,동대문구,112,20,92
2010.10,서울특별시,동대문구,108,18,90
2010.11,서울특별시,동대문구,107,18,89
2010.12,서울특별시,동대문구,105,20,85
2011.01,서울특별시,동대문구,105,20,85
2011.02,서울특별시,동대문구,102,19,83
2011.03,서울특별시,동대문구,101,19,82
2011.04,서울특별시,동대문구,90,10,80
2011.05,서울특별시,동대문구,80,4,76
2011.06,서울특별시,동대문구,76,4,72
2011.07,서울특별시,동대문구,73,1,72
2011.08,서울특별시,동대문구,72,0,72
2011.09,서울특별시,동대문구,72,0,72
2011.10,서울특별시,동대문구,72,0,72
2011.11,서울특별시,동대문구,72,0,72
2011.12,서울특별시,동대문구,72,0,72
2012.01,서울특별시,동대문구,72,3,69
2012.02,서울특별시,동대문구,72,3,69
2012.03,서울특별시,동대문구,72,72,0
2012.04,서울특별시,동대문구,72,72,0
2012.05,서울특별시,동대문구,72,72,0
2012.06,서울특별시,동대문구,31,31,0
2012.07,서울특별시,동대문구,31,31,0
2012.08,서울특별시,동대문구,28,28,0
2012.09,서울특별시,동대문구,26,26,0
2012.10,서울특별시,동대문구,26,26,0
2012.11,서울특별시,동대문구,26,26,0
2012.12,서울특별시,동대문구,26,26,0
2007.08,서울특별시,관악구,0,0,0
2007.12,서울특별시,관악구,0,0,0
2008.06,서울특별시,관악구,0,0,0
2008.11,서울특별시,관악구,0,0,0
2008.12,서울특별시,관악구,0,0,0
2009.01,서울특별시,관악구,74,0,74
2009.02,서울특별시,관악구,74,0,74
2009.03,서울특별시,관악구,66,0,66
2009.04,서울특별시,관악구,60,0,60
2009.05,서울특별시,관악구,48,0,48
2009.06,서울특별시,관악구,48,0,48
2009.07,서울특별시,관악구,30,0,30
2009.08,서울특별시,관악구,30,0,30
2009.09,서울특별시,관악구,30,0,30
2009.10,서울특별시,관악구,30,0,30
2009.11,서울특별시,관악구,48,0,48
2009.12,서울특별시,관악구,48,0,48
2010.01,서울특별시,관악구,48,48,0
2010.02,서울특별시,관악구,48,48,0
2010.03,서울특별시,관악구,48,50,-2
2010.04,서울특별시,관악구,1,1,0
2010.05,서울특별시,관악구,0,0,0
2010.06,서울특별시,관악구,0,0,0
2010.07,서울특별시,관악구,0,0,0
2010.08,서울특별시,관악구,0,0,0
2010.09,서울특별시,관악구,0,0,0
2010.10,서울특별시,관악구,0,0,0
2010.11,서울특별시,관악구,0,0,0
2010.12,서울특별시,관악구,0,0,0
2011.01,서울특별시,관악구,0,0,0
2011.02,서울특별시,관악구,0,0,0
2011.03,서울특별시,관악구,0,0,0
2011.04,서울특별시,관악구,0,0,0
2011.05,서울특별시,관악구,0,0,0
2011.06,서울특별시,관악구,0,0,0
2011.07,서울특별시,관악구,0,0,0
2011.08,서울특별시,관악구,0,0,0
2011.09,서울특별시,관악구,0,0,0
2011.10,서울특별시,관악구,0,0,0
2011.11,서울특별시,관악구,0,0,0
2011.12,서울특별시,관악구,0,0,0
2012.01,서울특별시,관악구,0,0,0
2012.02,서울특별시,관악구,0,0,0
2012.03,서울특별시,관악구,0,0,0
2012.04,서울특별시,관악구,0,0,0
2012.05,서울특별시,관악구,0,0,0
2012.06,서울특별시,관악구,0,0,0
2012.07,서울특별시,관악구,0,0,0
2012.08,서울특별시,관악구,0,0,0
2012.09,서울특별시,관악구,0,0,0
2012.10,서울특별시,관악구,0,0,0
2012.11,서울특별시,관악구,0,0,0
2012.12,서울특별시,관악구,0,0,0
2007.08,서울특별시,중랑구,0,0,0
2007.12,서울특별시,중랑구,0,0,0
2008.06,서울특별시,중랑구,0,0,0
2008.11,서울특별시,중랑구,0,0,0
2008.12,서울특별시,중랑구,0,0,0
2009.01,서울특별시,중랑구,0,0,0
2009.02,서울특별시,중랑구,0,0,0
2009.03,서울특별시,중랑구,0,0,0
2009.04,서울특별시,중랑구,0,0,0
2009.05,서울특별시,중랑구,0,0,0
2009.06,서울특별시,중랑구,0,0,0
